input_len,concurrency,ttft_ms,prefill_tok_s,tpot_ms,itl_ms,itl_med_ms,itl_p99_ms,decode_tok_s,req_per_s,out_tok_s,ok_reqs,gen_toks
1024,1,146.69,6980.7,16.230,16.100,16.220,16.480,61.61,0.450,58.0,8,1024
1024,4,7401.78,138.3,18.980,18.830,16.340,25.450,52.69,0.390,50.1,32,4096
1024,16,32908.96,31.1,17.150,17.020,16.310,25.360,58.31,0.430,55.1,128,16384
1024,64,126899.31,8.1,16.880,16.750,16.290,25.250,59.24,0.440,56.0,256,32768
