input_len,concurrency,ttft_ms,prefill_tok_s,tpot_ms,itl_ms,itl_med_ms,itl_p99_ms,decode_tok_s,req_per_s,out_tok_s,ok_reqs,gen_toks
1024,1,391.58,2615.0,31.880,31.630,31.870,32.130,31.37,0.230,28.8,8,1024
1024,4,13531.37,75.7,33.810,33.550,33.150,41.210,29.58,0.210,27.3,32,4096
1024,16,65479.57,15.6,33.280,33.020,32.210,41.360,30.05,0.220,27.7,128,16384
1024,64,253459.03,4.0,32.930,32.680,32.190,41.340,30.37,0.220,28.0,256,32768
