==WARNING== Could not determine user home directory for section deployment.
==WARNING== Using "/opt/nvidia/nsight-compute/2026.1.0/target/linux-desktop-glibc_2_11_3-x64/../../sections" instead.
==WARNING== See https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#faq.
==PROF== Connected to process 100996 (/home/lava/plow/plans/gemma4-12b-roofline/packed_flash_tma_profile)
==WARNING== Unable to access the following 6 metrics: ctc__rx_bytes_data_user.sum, ctc__rx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__rx_bytes_data_user.sum.per_second, ctc__tx_bytes_data_user.sum, ctc__tx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__tx_bytes_data_user.sum.per_second.


HD=256 KV=8 window=1024 maps=0 checked=4608 worst_relL2=0.00267912 max_abs=0.00110828 warm_us=nan PASS
HD=512 KV=1 window=0 maps=0 checked=9216 worst_relL2=0.00252794 max_abs=0.00117296 warm_us=nan PASS
HD=512 KV=1 window=0 maps=0 checked=9216 worst_relL2=0.00252794 max_abs=0.00117694 warm_us=nan PASS
HD=256 KV=8 window=1024 maps=1 checked=4608 worst_relL2=0.00267912 max_abs=0.00110828 warm_us=nan PASS
HD=512 KV=1 window=0 maps=1 checked=9216 worst_relL2=0.00252794 max_abs=0.00117296 warm_us=nan PASS
HD=512 KV=1 window=0 maps=1 checked=9216 worst_relL2=0.00252794 max_abs=0.00117694 warm_us=nan PASS
==PROF== Disconnected from process 100996
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","1027257.20",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","385313040",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","617365.38",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","719476680",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","615918.01",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","2877906720",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 87.92% above the average, while the minimum instance value is 99.62% below the average.","global","9.958"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 87.88% above the average, while the minimum instance value is 99.65% below the average.","global","9.93"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L1 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 87.92% above the average, while the minimum instance value is 99.62% below the average.","global","9.958"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L2 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 45.94% above the average, while the minimum instance value is 66.40% below the average.","global","9.798"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Instructions Ratio","%","0.04",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Instructions","inst","7198528",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Efficiency","%","99.99",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Avg. Divergent Branches","branches","1.70",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedGlobalAccess","OPT","This workload has uncoalesced global accesses resulting in a total of 147952 excessive sectors (1% of the total 17250080 sectors). Check the L2 Theoretical Sectors Global Excessive table for the primary source locations. The CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses) has additional information on reducing uncoalesced device memory accesses.","global","0.1829"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedSharedAccess","OPT","This workload has uncoalesced shared accesses resulting in a total of 28672 excessive wavefronts (0% of the total 30648896 wavefronts). Check the L1 Wavefronts Shared Excessive table for the primary source locations. The CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#shared-memory-in-matrix-multiplication-c-ab) has an example on optimizing shared memory accesses.","global","0.0106"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","hz","2618974126.19",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","hz","1971943798.23",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","3515973",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","4.22",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.64",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","ns","1762400",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","37.04",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","2.66",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","396312.83",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","5.11",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","This workload exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 2:1. The workload achieved  close to 0% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Buffer Size","byte","59506688",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Sampling Interval","ns","1500",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","# Pass Groups","","2",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.79",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.20",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issue Slots Busy","%","5.11",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.79",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","SM Busy","%","5.11",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","OPT","All compute pipelines are under-utilized. Either this workload is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.","local","97.22"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Sector Promotion Misses","%","0.00",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Memory Throughput","byte/s","21583222877.89",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Mem Busy","%","4.22",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Max Bandwidth","%","3.85",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L1/TEX Hit Rate","%","94.34",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Persisting Size","byte","9830400",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Ratio","%","0",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Compression Input Sectors","sector","1025670",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Hit Rate","%","76.29",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Mem Pipes Busy","%","2.01",
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Chart","","","","MemoryL2Compression","OPT","Out of the 32821440.0 bytes sent to the L2 Compression unit only 0.00% were successfully compressed. To increase this success rate, consider marking only those memory regions as compressible that contain the most zero values and/or expose the most homogeneous values.","global","0.5615"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","LocalMemoryUsage","OPT","This workload accesses local memory (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses), accounting for 82.94% of all sectors requested in L1TEX. Local memory refers to a memory space that is private to each thread. Although it is logically distinct, local memory resides in global memory. This can lead to higher memory latency compared to the usage of registers or shared memory, a decrease in available bandwidth to global memory, and an increase in executed instructions.
The local memory accesses of this workload are largely cached in L1TEX (99.71% of loads, and 98.43% of stores). However, even spilling to L1TEX might lead to high performance penalties compared with staying in registers.
One common reason for the use of local memory is arrays being too large to fit into registers or not being indexed using compile time constants (see the "Local Memory" section of the CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses). For more advice on how to reduce the usage of local memory refer to the documentation (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-memory).","global","20.08"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L1TEX might not be optimal. On average, only 4.2 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","3.669"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global stores to L1TEX might not be optimal. On average, only 9.7 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global stores.","global","2.941"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for local loads from L1TEX might not be optimal. On average, only 0.6 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced local loads.","global","4.139"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for local stores to L1TEX might not be optimal. On average, only 0.5 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced local stores.","global","4.155"
"5","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Scheduler Statistics","One or More Eligible","%","44.61",
