# NVIDIA H100 80GB HBM3, 132 SMs, cold weights, 11 repetitions; synthetic BF16 inputs
M,N,K,variant,us,weight_GBs,lt_mismatches,max_abs_lt,cpu_max_abs,cpu_failures,repeat_mismatches
8,512,3840,driver_transpose_bk128_d3_s8,9.312,422.27,1,1.525879e-05,0.001867683,0,0
8,512,3840,driver_transpose_bk256_d2_s8,8.992,437.30,1,1.525879e-05,0.001867683,0,0
16,512,3840,cublaslt,10.688,367.90,0,0,0.001867683,0,0
16,512,3840,native_gemv_grid132,25.216,155.94,5,1.525879e-05,0.001867683,0,0
16,512,3840,native_gemv_grid528,34.464,114.09,5,1.525879e-05,0.001867683,0,0
16,512,3840,existing_s1,38.336,102.57,14,0.001953125,0.001867683,0,0
16,512,3840,transpose_bk128_d3_s1,33.344,117.93,14,0.001953125,0.001867683,0,0
16,512,3840,transpose_bk256_d2_s1,26.176,150.22,14,0.001953125,0.001867683,0,0
16,512,3840,driver_transpose_bk128_d3_s1,31.264,125.77,14,0.001953125,0.001867683,0,0
16,512,3840,driver_transpose_bk256_d2_s1,27.744,141.73,14,0.001953125,0.001867683,0,0
16,512,3840,existing_s4,16.672,235.85,3,7.629395e-06,0.001867683,0,1
16,512,3840,transpose_bk128_d3_s4,14.208,276.76,4,7.629395e-06,0.001867683,0,0
16,512,3840,transpose_bk256_d2_s4,11.616,338.51,4,7.629395e-06,0.001867683,0,0
16,512,3840,driver_transpose_bk128_d3_s4,14.048,279.91,4,7.629395e-06,0.001867683,0,0
16,512,3840,driver_transpose_bk256_d2_s4,12.000,327.68,4,7.629395e-06,0.001867683,0,0
16,512,3840,existing_s8,12.544,313.47,6,1.525879e-05,0.001867683,0,0
16,512,3840,transpose_bk128_d3_s8,9.504,413.74,6,0.0009765625,0.001867683,0,0
16,512,3840,transpose_bk256_d2_s8,9.120,431.16,6,0.0009765625,0.001867683,0,0
16,512,3840,driver_transpose_bk128_d3_s8,9.632,408.24,6,0.0009765625,0.001867683,0,0
16,512,3840,driver_transpose_bk256_d2_s8,9.472,415.14,6,0.0009765625,0.001867683,0,0
1,2048,3840,cublaslt,12.800,1228.80,0,0,0.000910902,0,0
1,2048,3840,native_gemv_grid132,15.424,1019.75,2,0.0009765625,0.000910902,0,0
1,2048,3840,native_gemv_grid528,15.968,985.01,2,0.0009765625,0.000910902,0,0
1,2048,3840,existing_s1,38.816,405.21,5,6.103516e-05,0.000910902,0,0
1,2048,3840,transpose_bk128_d3_s1,29.792,527.95,5,6.103516e-05,0.000910902,0,0
1,2048,3840,transpose_bk256_d2_s1,22.752,691.31,5,6.103516e-05,0.000910902,0,0
1,2048,3840,driver_transpose_bk128_d3_s1,23.712,663.32,5,6.103516e-05,0.000910902,0,0
1,2048,3840,driver_transpose_bk256_d2_s1,22.912,686.48,5,6.103516e-05,0.000910902,0,0
1,2048,3840,existing_s4,17.504,898.57,1,0.0009765625,0.000910902,0,0
1,2048,3840,transpose_bk128_d3_s4,12.704,1238.09,1,0.0009765625,0.000910902,0,0
1,2048,3840,transpose_bk256_d2_s4,12.608,1247.51,1,0.0009765625,0.000910902,0,0
1,2048,3840,driver_transpose_bk128_d3_s4,12.512,1257.08,1,0.0009765625,0.000910902,0,0
1,2048,3840,driver_transpose_bk256_d2_s4,12.800,1228.80,1,0.0009765625,0.000910902,0,0
1,2048,3840,existing_s8,15.872,990.97,2,0.0009765625,0.000910902,0,0
1,2048,3840,transpose_bk128_d3_s8,12.512,1257.08,2,0.0009765625,0.000910902,0,0
1,2048,3840,transpose_bk256_d2_s8,12.576,1250.69,2,0.0009765625,0.000910902,0,0
1,2048,3840,driver_transpose_bk128_d3_s8,12.704,1238.09,2,0.0009765625,0.000910902,0,0
1,2048,3840,driver_transpose_bk256_d2_s8,12.800,1228.80,2,0.0009765625,0.000910902,0,0
2,2048,3840,cublaslt,12.768,1231.88,0,0,0.001901201,0,0
2,2048,3840,native_gemv_grid132,19.104,823.32,3,0.0009765625,0.001901201,0,0
2,2048,3840,native_gemv_grid528,19.616,801.83,3,0.0009765625,0.001901201,0,0
2,2048,3840,existing_s1,38.496,408.58,7,6.103516e-05,0.001901201,0,0
2,2048,3840,transpose_bk128_d3_s1,29.920,525.69,7,6.103516e-05,0.001901201,0,0
2,2048,3840,transpose_bk256_d2_s1,22.752,691.31,7,6.103516e-05,0.001901201,0,0
2,2048,3840,driver_transpose_bk128_d3_s1,23.712,663.32,7,6.103516e-05,0.001901201,0,0
2,2048,3840,driver_transpose_bk256_d2_s1,22.816,689.37,7,6.103516e-05,0.001901201,0,0
2,2048,3840,existing_s4,17.760,885.62,1,0.0009765625,0.001901201,0,0
2,2048,3840,transpose_bk128_d3_s4,13.248,1187.25,1,0.0009765625,0.001901201,0,0
2,2048,3840,transpose_bk256_d2_s4,12.032,1307.23,1,0.0009765625,0.001901201,0,0
2,2048,3840,driver_transpose_bk128_d3_s4,13.376,1175.89,1,0.0009765625,0.001901201,0,0
2,2048,3840,driver_transpose_bk256_d2_s4,12.480,1260.31,1,0.0009765625,0.001901201,0,0
2,2048,3840,existing_s8,15.584,1009.28,3,0.0009765625,0.001901201,0,0
2,2048,3840,transpose_bk128_d3_s8,11.872,1324.85,3,0.0009765625,0.001901201,0,0
2,2048,3840,transpose_bk256_d2_s8,12.736,1234.97,3,0.0009765625,0.001901201,0,0
2,2048,3840,driver_transpose_bk128_d3_s8,12.128,1296.89,3,0.0009765625,0.001901201,0,0
2,2048,3840,driver_transpose_bk256_d2_s8,12.800,1228.80,3,0.0009765625,0.001901201,0,0
4,2048,3840,cublaslt,12.640,1244.35,0,0,0.001901201,0,0
4,2048,3840,native_gemv_grid132,21.856,719.65,8,0.0009765625,0.001901201,0,0
4,2048,3840,native_gemv_grid528,21.888,718.60,8,0.0009765625,0.001901201,0,0
4,2048,3840,existing_s1,38.784,405.54,15,6.103516e-05,0.001901201,0,0
4,2048,3840,transpose_bk128_d3_s1,29.728,529.09,15,6.103516e-05,0.001901201,0,0
4,2048,3840,transpose_bk256_d2_s1,22.688,693.26,15,6.103516e-05,0.001901201,0,0
4,2048,3840,driver_transpose_bk128_d3_s1,23.680,664.22,15,6.103516e-05,0.001901201,0,0
4,2048,3840,driver_transpose_bk256_d2_s1,22.784,690.34,15,6.103516e-05,0.001901201,0,0
4,2048,3840,existing_s4,17.856,880.86,7,0.0009765625,0.001901201,0,0
4,2048,3840,transpose_bk128_d3_s4,13.024,1207.67,7,0.0009765625,0.001901201,0,0
4,2048,3840,transpose_bk256_d2_s4,12.832,1225.74,7,0.0009765625,0.001901201,0,0
4,2048,3840,driver_transpose_bk128_d3_s4,12.704,1238.09,7,0.0009765625,0.001901201,0,0
4,2048,3840,driver_transpose_bk256_d2_s4,13.024,1207.67,7,0.0009765625,0.001901201,0,0
4,2048,3840,existing_s8,16.320,963.76,8,0.0009765625,0.001901201,0,0
4,2048,3840,transpose_bk128_d3_s8,12.736,1234.97,8,0.0009765625,0.001901201,0,0
4,2048,3840,transpose_bk256_d2_s8,12.064,1303.77,8,0.0009765625,0.001901201,0,0
4,2048,3840,driver_transpose_bk128_d3_s8,12.896,1219.65,8,0.0009765625,0.001901201,0,0
