input_tokens,output_tokens,concurrency,measured_requests,warmups,widest_mean_ttft_ms,widest_mean_tpot_ms,widest_p99_itl_ms,widest_output_throughput,packet_rung_mean_ttft_ms,packet_rung_mean_tpot_ms,packet_rung_p99_itl_ms,packet_rung_output_throughput,decode_speedup
1024,512,1,4,1,81.67273699655198,48.647349186913914,48.767250166856684,20.52865215611002,81.80881346925162,12.650073141399762,12.699739874806255,78.21223788613342,3.845618016840254
4096,512,1,4,1,379.08927822718397,48.75264556169142,48.87758407276124,20.243573464157645,377.63773374899756,12.752351240704197,12.802371794823557,74.26353188850148,3.8230318975278834
8192,512,1,4,1,884.8300375102554,48.901127522986485,49.05684218800161,19.788507456074043,882.6970719965175,12.896590212821584,12.954433888662606,68.51211445446282,3.7917873419262222
32768,512,1,4,1,5905.944137994084,49.713531914900685,49.83783362375107,16.352688554716334,5898.920010004076,13.734577124301161,13.78647050645668,39.63592485018546,3.619589555978426
