dtype,prompt_tokens,concurrency,requests_per_runtime,control_median_ms,skip_median_ms,latency_reduction_pct,texts_exact
bf16,1055,1,12,137.71776901558042,136.0240179928951,1.2298710869282914,True
bf16,1055,8,96,592.8405390004627,565.9714844659902,4.53225661318204,True
bf16,16415,1,12,203.93983949907124,203.92759901005775,0.006002009731675972,True
bf16,16415,8,96,1201.168663566932,1217.404549010098,-1.3516740767239632,True
fp8,1055,1,12,131.9243724574335,122.59740853914991,7.069932374545129,True
fp8,1055,8,96,607.8812774503604,593.1284440448508,2.426926762309156,True
fp8,16415,1,12,230.13589304173365,193.54465999640524,15.899837509785064,True
fp8,16415,8,96,1186.2107135239057,1181.7197795026004,0.37859496378715995,True
