shape,M,N,K,arm,splitK,BM,BN,BK,stages,threads,grid,repeat,samples,median_us,p10_us,p90_us,logical_weight_GBs,physical_weight_passes,flush_bytes
gemma31_16384x5376,16,16384,5376,cublasLt,0,0,0,0,0,0,0,1,40,79.552002,78.688004,80.895996,2214.410298,0,268435456
gemma31_16384x5376,16,16384,5376,scalar,0,0,0,0,0,256,132,1,40,363.216003,360.544006,365.087982,485.002775,2,268435456
gemma31_16384x5376,16,16384,5376,zg0,1,16,128,64,4,256,132,1,40,88.143997,86.975998,89.663994,1998.556544,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,2,16,128,64,4,256,132,1,40,87.599998,86.560005,89.855995,2010.967671,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,4,16,128,64,4,256,132,1,40,88.895996,87.488007,90.720001,1981.650108,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,8,16,128,64,4,256,132,1,40,92.112000,89.759995,93.856003,1912.462741,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,16,16,128,64,4,256,132,1,40,106.064003,104.512001,107.840004,1660.891235,1,268435456
gemma31_2048x5376,16,2048,5376,cublasLt,0,0,0,0,0,0,0,0,40,24.576000,23.776001,26.112000,896.000000,0,268435456
gemma31_2048x5376,16,2048,5376,scalar,0,0,0,0,0,256,132,0,40,64.175995,63.487999,65.407997,343.120440,2,268435456
gemma31_2048x5376,16,2048,5376,zg0,1,16,128,64,4,256,132,0,40,68.544006,67.872002,69.695999,321.254865,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,2,16,128,64,4,256,132,0,40,39.695999,39.296001,40.768002,554.718259,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,4,16,128,64,4,256,132,0,40,26.368000,26.048000,27.680000,835.106796,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,8,16,128,64,4,256,132,0,40,23.552000,22.496000,24.480000,934.956522,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,16,16,128,64,4,256,132,0,40,25.119999,23.968000,26.591999,876.596247,1,268435456
gemma31_2048x5376,16,2048,5376,cublasLt,0,0,0,0,0,0,0,1,40,24.784000,23.680000,25.695999,888.480310,0,268435456
gemma31_2048x5376,16,2048,5376,scalar,0,0,0,0,0,256,132,1,40,64.016006,63.231998,64.671997,343.977964,2,268435456
gemma31_2048x5376,16,2048,5376,zg0,1,16,128,64,4,256,132,1,40,67.727997,66.655998,69.056000,325.125443,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,2,16,128,64,4,256,132,1,40,39.664001,39.040001,40.800003,555.165793,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,4,16,128,64,4,256,132,1,40,26.608000,26.048000,27.456001,827.574263,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,8,16,128,64,4,256,132,1,40,23.535999,22.879999,24.992001,935.592114,1,268435456
gemma31_2048x5376,16,2048,5376,zg0,16,16,128,64,4,256,132,1,40,25.903999,25.312000,27.136000,850.065473,1,268435456
gemma31_5376x16384,16,5376,16384,cublasLt,0,0,0,0,0,0,0,0,40,78.592003,77.632004,80.063995,2241.459283,0,268435456
gemma31_5376x16384,16,5376,16384,scalar,0,0,0,0,0,256,132,0,40,607.407959,603.168030,613.088013,290.020523,2,268435456
gemma31_5376x16384,16,5376,16384,zg0,1,16,128,64,4,256,132,0,40,186.399994,185.311996,187.040009,945.068498,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,2,16,128,64,4,256,132,0,40,105.216003,103.776001,106.144005,1674.277372,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,4,16,128,64,4,256,132,0,40,116.175995,114.751999,116.768005,1516.326779,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,8,16,128,64,4,256,132,0,40,95.759995,94.559998,96.896004,1839.607168,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,16,16,128,64,4,256,132,0,40,97.423996,94.176003,100.416000,1808.186711,1,268435456
gemma31_5376x16384,16,5376,16384,cublasLt,0,0,0,0,0,0,0,1,40,78.752007,77.888000,80.096001,2236.905101,0,268435456
gemma31_5376x16384,16,5376,16384,scalar,0,0,0,0,0,256,132,1,40,605.104004,597.055969,610.656006,291.124779,2,268435456
gemma31_5376x16384,16,5376,16384,zg0,1,16,128,64,4,256,132,1,40,185.824005,184.576004,186.207993,947.997934,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,2,16,128,64,4,256,132,1,40,105.247993,103.680000,106.271996,1673.768443,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,4,16,128,64,4,256,132,1,40,116.160004,115.071999,117.215996,1516.535537,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,8,16,128,64,4,256,132,1,40,96.288002,94.655998,98.431999,1829.519442,1,268435456
gemma31_5376x16384,16,5376,16384,zg0,16,16,128,64,4,256,132,1,40,97.952003,95.040001,100.447998,1798.439726,1,268435456
gemma31_262144x5376,16,262144,5376,cublasLt,0,0,0,0,0,0,0,0,40,925.440002,922.944031,930.367981,3045.656432,0,268435456
gemma31_262144x5376,16,262144,5376,scalar,0,0,0,0,0,256,132,0,40,5350.511719,5334.176270,5368.512207,526.785577,2,268435456
gemma31_262144x5376,16,262144,5376,zg0,1,16,128,64,4,256,132,0,40,1085.359985,1078.783936,1090.975952,2596.900833,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,2,16,128,64,4,256,132,0,40,1079.072021,1073.536011,1085.279907,2612.033570,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,4,16,128,64,4,256,132,0,40,1083.711914,1073.024048,1093.279907,2600.850238,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,8,16,128,64,4,256,132,0,40,1163.776123,1159.296021,1169.183960,2421.919669,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,16,16,128,64,4,256,132,0,40,1389.184082,1378.720093,1395.423950,2028.940755,1,268435456
gemma31_262144x5376,16,262144,5376,cublasLt,0,0,0,0,0,0,0,1,40,925.856018,923.455994,929.472046,3044.287976,0,268435456
gemma31_262144x5376,16,262144,5376,scalar,0,0,0,0,0,256,132,1,40,5349.664062,5326.879883,5370.976074,526.869031,2,268435456
gemma31_262144x5376,16,262144,5376,zg0,1,16,128,64,4,256,132,1,40,1084.783936,1075.520020,1093.343994,2598.280038,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,2,16,128,64,4,256,132,1,40,1079.359985,1071.296021,1086.591919,2611.336614,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,4,16,128,64,4,256,132,1,40,1080.975952,1072.800049,1089.312012,2607.432809,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,8,16,128,64,4,256,132,1,40,1167.072021,1159.647949,1171.296021,2415.080036,1,268435456
gemma31_262144x5376,16,262144,5376,zg0,16,16,128,64,4,256,132,1,40,1388.432007,1381.055908,1392.223999,2030.039849,1,268435456
