shape,M,N,K,arm,splitK,BM,BN,BK,stages,threads,grid,repeat,samples,median_us,p10_us,p90_us,logical_weight_GBs,physical_weight_passes,flush_bytes
gemma12_2048x3840,4,2048,3840,scalar,0,0,0,0,0,256,132,0,40,26.751999,25.567999,29.632000,587.942627,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,1,16,128,64,4,256,132,0,40,53.743999,51.680000,59.360001,292.658529,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,2,16,128,64,4,256,132,0,40,32.512001,30.912001,35.808002,483.779498,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,4,16,128,64,4,256,132,0,40,23.167999,21.472000,26.048000,678.895028,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,8,16,128,64,4,256,132,0,40,21.487999,19.648001,24.160000,731.973261,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,16,16,128,64,4,256,132,0,40,22.191999,20.576000,25.472000,708.752704,1,268435456
gemma12_2048x3840,4,2048,3840,cublasLt,0,0,0,0,0,0,0,1,40,24.048000,22.528000,27.232000,654.051896,0,268435456
gemma12_2048x3840,4,2048,3840,scalar,0,0,0,0,0,256,132,1,40,26.032001,25.567999,27.648001,604.204011,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,1,16,128,64,4,256,132,1,40,51.919998,50.560001,53.568001,302.939908,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,2,16,128,64,4,256,132,1,40,31.903999,30.592001,33.472000,492.998997,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,4,16,128,64,4,256,132,1,40,22.911999,21.344000,25.728001,686.480505,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,8,16,128,64,4,256,132,1,40,20.576000,19.296000,22.879999,764.416796,1,268435456
gemma12_2048x3840,4,2048,3840,zg0,16,16,128,64,4,256,132,1,40,22.799999,21.376001,25.248001,689.852632,1,268435456
gemma12_3840x4096,4,3840,4096,cublasLt,0,0,0,0,0,0,0,0,40,28.751999,27.648001,30.496000,1094.090225,0,268435456
gemma12_3840x4096,4,3840,4096,scalar,0,0,0,0,0,256,132,0,40,38.767998,38.112000,39.808002,811.423936,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,1,16,128,64,4,256,132,0,40,56.416000,54.368000,57.792000,557.595009,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,2,16,128,64,4,256,132,0,40,34.639999,33.472000,36.384003,908.120092,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,4,16,128,64,4,256,132,0,40,29.167999,27.936001,31.231998,1078.486012,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,8,16,128,64,4,256,132,0,40,30.624001,29.856001,32.320000,1027.210031,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,16,16,128,64,4,256,132,0,40,33.071999,32.000000,34.848000,951.175617,1,268435456
gemma12_3840x4096,4,3840,4096,cublasLt,0,0,0,0,0,0,0,1,40,28.591999,27.071999,30.496000,1100.212647,0,268435456
gemma12_3840x4096,4,3840,4096,scalar,0,0,0,0,0,256,132,1,40,38.288002,37.728001,39.487999,821.596239,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,1,16,128,64,4,256,132,1,40,54.736000,53.855999,56.031998,574.709149,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,2,16,128,64,4,256,132,1,40,34.496002,33.056000,36.416000,911.910843,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,4,16,128,64,4,256,132,1,40,29.279999,28.288000,30.816000,1074.360727,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,8,16,128,64,4,256,132,1,40,30.928001,29.792000,32.512001,1017.113231,1,268435456
gemma12_3840x4096,4,3840,4096,zg0,16,16,128,64,4,256,132,1,40,33.984001,33.183998,35.616001,925.649718,1,268435456
gemma12_15360x3840,4,15360,3840,cublasLt,0,0,0,0,0,0,0,0,40,61.760002,59.551998,63.135998,1910.051693,0,268435456
gemma12_15360x3840,4,15360,3840,scalar,0,0,0,0,0,256,132,0,40,92.064003,91.232002,93.279999,1281.334724,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,1,16,128,64,4,256,132,0,40,67.935997,66.208000,69.952003,1736.410740,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,2,16,128,64,4,256,132,0,40,65.391998,64.287994,67.039993,1803.963788,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,4,16,128,64,4,256,132,0,40,67.727997,66.624001,69.472000,1741.743444,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,8,16,128,64,4,256,132,0,40,69.824005,68.512001,71.584000,1689.459023,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,16,16,128,64,4,256,132,0,40,74.287994,72.927994,76.543999,1587.939000,1,268435456
gemma12_15360x3840,4,15360,3840,cublasLt,0,0,0,0,0,0,0,1,40,61.664001,59.967999,63.551998,1913.025428,0,268435456
gemma12_15360x3840,4,15360,3840,scalar,0,0,0,0,0,256,132,1,40,91.680000,90.975998,92.671997,1286.701571,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,1,16,128,64,4,256,132,1,40,67.071999,65.248001,68.928001,1758.778626,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,2,16,128,64,4,256,132,1,40,64.992004,63.968002,66.816002,1815.066361,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,4,16,128,64,4,256,132,1,40,67.647995,66.367996,70.079994,1743.803418,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,8,16,128,64,4,256,132,1,40,69.728004,68.480003,71.840004,1691.785033,1,268435456
gemma12_15360x3840,4,15360,3840,zg0,16,16,128,64,4,256,132,1,40,76.800003,74.335999,78.624001,1536.000000,1,268435456
gemma12_3840x15360,4,3840,15360,cublasLt,0,0,0,0,0,0,0,0,40,63.551998,62.368000,65.632004,1856.193353,0,268435456
gemma12_3840x15360,4,3840,15360,scalar,0,0,0,0,0,256,132,0,40,149.520004,148.255997,150.624008,788.956661,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,1,16,128,64,4,256,132,0,40,173.440002,172.544006,175.328003,680.147601,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,2,16,128,64,4,256,132,0,40,93.760002,92.799995,95.551994,1258.156997,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,4,16,128,64,4,256,132,0,40,67.391998,66.047997,69.664001,1750.427350,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,8,16,128,64,4,256,132,0,40,65.231995,64.064003,68.063995,1808.388629,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,16,16,128,64,4,256,132,0,40,67.792007,66.751999,69.728004,1740.098926,1,268435456
gemma12_3840x15360,4,3840,15360,cublasLt,0,0,0,0,0,0,0,1,40,63.840004,62.304001,65.728004,1847.819436,0,268435456
gemma12_3840x15360,4,3840,15360,scalar,0,0,0,0,0,256,132,1,40,149.472000,148.000000,150.783997,789.210019,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,1,16,128,64,4,256,132,1,40,172.352005,171.647995,173.503998,684.441144,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,2,16,128,64,4,256,132,1,40,93.424004,92.416000,94.528000,1262.681966,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,4,16,128,64,4,256,132,1,40,67.248001,64.896004,69.087997,1754.175589,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,8,16,128,64,4,256,132,1,40,65.664001,64.447998,68.000000,1796.491228,1,268435456
gemma12_3840x15360,4,3840,15360,zg0,16,16,128,64,4,256,132,1,40,69.328003,68.255997,71.456001,1701.546273,1,268435456
gemma12_8192x3840,4,8192,3840,cublasLt,0,0,0,0,0,0,0,0,40,41.712002,40.352001,43.840000,1508.308400,0,268435456
gemma12_8192x3840,4,8192,3840,scalar,0,0,0,0,0,256,132,0,40,59.264000,58.208000,59.808002,1061.598272,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,1,16,128,64,4,256,132,0,40,53.776001,53.024002,55.264000,1169.937519,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,2,16,128,64,4,256,132,0,40,43.584000,42.304001,46.560001,1443.524229,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,4,16,128,64,4,256,132,0,40,43.792000,42.784000,46.015999,1436.667885,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,8,16,128,64,4,256,132,0,40,44.863998,44.096001,46.560001,1402.339515,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,16,16,128,64,4,256,132,0,40,50.335999,49.535999,51.552002,1249.891926,1,268435456
gemma12_8192x3840,4,8192,3840,cublasLt,0,0,0,0,0,0,0,1,40,42.208000,40.447998,44.927998,1490.583776,0,268435456
gemma12_8192x3840,4,8192,3840,scalar,0,0,0,0,0,256,132,1,40,58.624001,58.368000,59.616001,1073.187773,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,1,16,128,64,4,256,132,1,40,52.639999,51.647999,54.400002,1195.185410,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,2,16,128,64,4,256,132,1,40,42.848000,41.184002,44.128002,1468.319642,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,4,16,128,64,4,256,132,1,40,43.584000,42.815998,45.312000,1443.524229,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,8,16,128,64,4,256,132,1,40,45.216003,44.096001,46.528000,1391.422385,1,268435456
gemma12_8192x3840,4,8192,3840,zg0,16,16,128,64,4,256,132,1,40,52.208000,50.496002,53.408001,1205.075084,1,268435456
gemma12_512x3840,4,512,3840,cublasLt,0,0,0,0,0,0,0,0,40,19.040001,17.279999,20.576000,206.521008,0,268435456
gemma12_512x3840,4,512,3840,scalar,0,0,0,0,0,256,132,0,40,17.072001,16.543999,18.080000,230.328022,1,268435456
gemma12_512x3840,4,512,3840,zg0,1,16,128,64,4,256,132,0,40,52.144001,51.135998,53.855999,75.409635,1,268435456
gemma12_512x3840,4,512,3840,zg0,2,16,128,64,4,256,132,0,40,30.896000,30.336000,32.352001,127.270844,1,268435456
gemma12_512x3840,4,512,3840,zg0,4,16,128,64,4,256,132,0,40,20.832001,20.352001,22.240000,188.755760,1,268435456
gemma12_512x3840,4,512,3840,zg0,8,16,128,64,4,256,132,0,40,16.032000,15.615999,17.664000,245.269461,1,268435456
gemma12_512x3840,4,512,3840,zg0,16,16,128,64,4,256,132,0,40,14.480000,14.112000,15.552000,271.558011,1,268435456
gemma12_512x3840,4,512,3840,cublasLt,0,0,0,0,0,0,0,1,40,19.104000,17.472000,21.184000,205.829146,0,268435456
gemma12_512x3840,4,512,3840,scalar,0,0,0,0,0,256,132,1,40,16.896000,16.480001,17.728001,232.727273,1,268435456
gemma12_512x3840,4,512,3840,zg0,1,16,128,64,4,256,132,1,40,50.912003,50.080002,53.119999,77.234438,1,268435456
gemma12_512x3840,4,512,3840,zg0,2,16,128,64,4,256,132,1,40,30.896000,29.600000,32.703999,127.270844,1,268435456
gemma12_512x3840,4,512,3840,zg0,4,16,128,64,4,256,132,1,40,21.088001,19.487999,23.296000,186.464323,1,268435456
gemma12_512x3840,4,512,3840,zg0,8,16,128,64,4,256,132,1,40,16.256001,15.648000,18.208000,241.889749,1,268435456
gemma12_512x3840,4,512,3840,zg0,16,16,128,64,4,256,132,1,40,15.535999,14.816000,17.535999,253.099913,1,268435456
gemma12_3840x8192,4,3840,8192,cublasLt,0,0,0,0,0,0,0,0,40,44.576000,42.176003,45.984001,1411.399856,0,268435456
gemma12_3840x8192,4,3840,8192,scalar,0,0,0,0,0,256,132,0,40,67.071991,65.952003,68.288002,938.015376,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,1,16,128,64,4,256,132,0,40,98.655998,97.088005,100.128006,637.716510,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,2,16,128,64,4,256,132,0,40,55.727997,54.688000,57.344002,1128.957874,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,4,16,128,64,4,256,132,0,40,43.823997,42.560001,46.015999,1435.618967,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,8,16,128,64,4,256,132,0,40,44.192001,43.584000,45.984001,1423.664012,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,16,16,128,64,4,256,132,0,40,45.968002,44.576000,47.391998,1368.659821,1,268435456
gemma12_3840x8192,4,3840,8192,cublasLt,0,0,0,0,0,0,0,1,40,43.840000,42.112000,45.888000,1435.094891,0,268435456
gemma12_3840x8192,4,3840,8192,scalar,0,0,0,0,0,256,132,1,40,66.544006,65.728004,67.295998,945.457932,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,1,16,128,64,4,256,132,1,40,97.072006,96.416000,98.367996,648.122578,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,2,16,128,64,4,256,132,1,40,55.119999,54.175999,56.576000,1141.410740,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,4,16,128,64,4,256,132,1,40,43.776001,42.528000,45.375999,1437.192982,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,8,16,128,64,4,256,132,1,40,45.200001,43.487999,47.040001,1391.915044,1,268435456
gemma12_3840x8192,4,3840,8192,zg0,16,16,128,64,4,256,132,1,40,47.775997,46.208000,49.408001,1316.865479,1,268435456
gemma12_262144x3840,4,262144,3840,cublasLt,0,0,0,0,0,0,0,0,40,662.096008,660.096008,664.768005,3040.746236,0,268435456
gemma12_262144x3840,4,262144,3840,scalar,0,0,0,0,0,256,132,0,40,1154.224121,1151.072021,1156.479980,1744.259088,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,1,16,128,64,4,256,132,0,40,752.255981,749.632019,758.912048,2676.304237,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,2,16,128,64,4,256,132,0,40,746.911987,742.591980,751.007996,2695.452637,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,4,16,128,64,4,256,132,0,40,768.351990,763.616028,774.335999,2620.239057,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,8,16,128,64,4,256,132,0,40,836.096008,832.096008,841.632019,2407.936314,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,16,16,128,64,4,256,132,0,40,958.752014,951.040039,971.871948,2099.881846,1,268435456
gemma12_262144x3840,4,262144,3840,cublasLt,0,0,0,0,0,0,0,1,40,661.760010,660.416016,664.287964,3042.290135,0,268435456
gemma12_262144x3840,4,262144,3840,scalar,0,0,0,0,0,256,132,1,40,1153.231934,1150.688110,1156.767944,1745.759863,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,1,16,128,64,4,256,132,1,40,754.000000,746.880005,760.255981,2670.113952,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,2,16,128,64,4,256,132,1,40,746.208008,742.143982,753.440002,2697.995626,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,4,16,128,64,4,256,132,1,40,767.183960,762.976013,774.016052,2624.228456,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,8,16,128,64,4,256,132,1,40,835.744019,831.712036,840.160034,2408.950492,1,268435456
gemma12_262144x3840,4,262144,3840,zg0,16,16,128,64,4,256,132,1,40,956.832031,951.872009,965.856018,2104.095515,1,268435456
gemma31_8192x5376,4,8192,5376,cublasLt,0,0,0,0,0,0,0,0,40,53.312000,51.840000,55.392002,1652.168067,0,268435456
gemma31_8192x5376,4,8192,5376,scalar,0,0,0,0,0,256,132,0,40,78.783997,77.472000,79.935997,1117.998375,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,1,16,128,64,4,256,132,0,40,71.568001,70.143997,72.832001,1230.723005,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,2,16,128,64,4,256,132,0,40,54.031998,52.767998,56.416000,1630.152324,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,4,16,128,64,4,256,132,0,40,54.320000,52.896000,56.192001,1621.509278,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,8,16,128,64,4,256,132,0,40,55.984001,54.880001,57.408001,1573.313518,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,16,16,128,64,4,256,132,0,40,61.840000,60.703999,63.199997,1424.327038,1,268435456
gemma31_8192x5376,4,8192,5376,cublasLt,0,0,0,0,0,0,0,1,40,53.328003,51.840000,55.200001,1651.672246,0,268435456
gemma31_8192x5376,4,8192,5376,scalar,0,0,0,0,0,256,132,1,40,78.479996,77.664001,79.584000,1122.329164,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,1,16,128,64,4,256,132,1,40,70.768005,69.183998,72.864006,1244.635630,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,2,16,128,64,4,256,132,1,40,54.416000,52.863998,55.615997,1618.648633,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,4,16,128,64,4,256,132,1,40,54.559998,53.375999,56.352001,1614.376655,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,8,16,128,64,4,256,132,1,40,56.048000,54.720001,58.240002,1571.516985,1,268435456
gemma31_8192x5376,4,8192,5376,zg0,16,16,128,64,4,256,132,1,40,63.311996,62.112000,65.152000,1391.211610,1,268435456
gemma31_4096x5376,4,4096,5376,cublasLt,0,0,0,0,0,0,0,0,40,36.192001,34.751999,37.952000,1216.848806,0,268435456
gemma31_4096x5376,4,4096,5376,scalar,0,0,0,0,0,256,132,0,40,51.552002,50.815998,52.703999,854.286778,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,1,16,128,64,4,256,132,0,40,68.240005,67.584000,70.239998,645.372025,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,2,16,128,64,4,256,132,0,40,40.863998,40.352001,42.399998,1077.725920,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,4,16,128,64,4,256,132,0,40,33.792000,32.543999,35.392002,1303.272727,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,8,16,128,64,4,256,132,0,40,35.391998,34.336002,36.864002,1244.354430,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,16,16,128,64,4,256,132,0,40,39.152000,38.528000,41.760002,1124.851655,1,268435456
gemma31_4096x5376,4,4096,5376,cublasLt,0,0,0,0,0,0,0,1,40,36.272003,34.432003,37.632000,1214.164845,0,268435456
gemma31_4096x5376,4,4096,5376,scalar,0,0,0,0,0,256,132,1,40,51.568001,50.880001,52.959999,854.021719,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,1,16,128,64,4,256,132,1,40,67.279999,66.624001,69.728004,654.580737,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,2,16,128,64,4,256,132,1,40,40.800003,40.096001,42.720001,1079.416367,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,4,16,128,64,4,256,132,1,40,33.888000,33.216000,35.519997,1299.580737,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,8,16,128,64,4,256,132,1,40,35.519997,34.240002,36.639999,1239.870407,1,268435456
gemma31_4096x5376,4,4096,5376,zg0,16,16,128,64,4,256,132,1,40,40.304001,39.232002,41.664001,1092.700278,1,268435456
gemma31_5376x8192,4,5376,8192,cublasLt,0,0,0,0,0,0,0,0,40,51.487999,50.048000,53.344002,1710.697328,0,268435456
gemma31_5376x8192,4,5376,8192,scalar,0,0,0,0,0,256,132,0,40,83.311996,82.368004,84.639999,1057.235260,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,1,16,128,64,4,256,132,0,40,99.599998,97.375999,100.992004,884.341205,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,2,16,128,64,4,256,132,0,40,60.000000,58.784000,62.079998,1468.006400,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,4,16,128,64,4,256,132,0,40,67.135994,65.984001,68.832001,1311.969647,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,8,16,128,64,4,256,132,0,40,57.728001,56.832001,58.784000,1525.782705,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,16,16,128,64,4,256,132,0,40,59.872002,58.112000,61.568001,1471.144842,1,268435456
gemma31_5376x8192,4,5376,8192,cublasLt,0,0,0,0,0,0,0,1,40,51.535999,49.952000,53.632000,1709.104005,0,268435456
gemma31_5376x8192,4,5376,8192,scalar,0,0,0,0,0,256,132,1,40,82.927994,81.984001,84.416000,1062.130912,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,1,16,128,64,4,256,132,1,40,97.936005,96.800003,99.615997,899.366698,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,2,16,128,64,4,256,132,1,40,59.904003,58.495998,61.088001,1470.358878,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,4,16,128,64,4,256,132,1,40,67.279999,65.760002,69.568001,1309.161474,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,8,16,128,64,4,256,132,1,40,58.112000,56.896000,60.000000,1515.700441,1,268435456
gemma31_5376x8192,4,5376,8192,zg0,16,16,128,64,4,256,132,1,40,61.071999,59.743999,62.912003,1442.238407,1,268435456
gemma31_21504x5376,4,21504,5376,cublasLt,0,0,0,0,0,0,0,0,40,99.008003,97.439995,100.479996,2335.276018,0,268435456
gemma31_21504x5376,4,21504,5376,scalar,0,0,0,0,0,256,132,0,40,163.408005,162.144012,164.992004,1414.930775,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,1,16,128,64,4,256,132,0,40,145.584000,143.680008,147.456009,1588.162216,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,2,16,128,64,4,256,132,0,40,115.407997,114.239998,117.056000,2003.422709,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,4,16,128,64,4,256,132,0,40,115.840004,114.559998,119.520004,1995.951247,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,8,16,128,64,4,256,132,0,40,113.279999,110.784004,116.608002,2041.057627,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,16,16,128,64,4,256,132,0,40,128.255997,127.008003,129.535995,1802.730539,1,268435456
gemma31_21504x5376,4,21504,5376,cublasLt,0,0,0,0,0,0,0,1,40,98.992004,97.472000,100.863998,2335.653283,0,268435456
gemma31_21504x5376,4,21504,5376,scalar,0,0,0,0,0,256,132,1,40,163.184006,162.240005,164.320007,1416.873027,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,1,16,128,64,4,256,132,1,40,144.096008,142.207993,145.728012,1604.562118,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,2,16,128,64,4,256,132,1,40,115.024002,113.632004,115.967995,2010.111003,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,4,16,128,64,4,256,132,1,40,115.199997,114.175995,118.335999,2007.040000,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,8,16,128,64,4,256,132,1,40,112.431999,110.880005,116.512001,2056.451971,1,268435456
gemma31_21504x5376,4,21504,5376,zg0,16,16,128,64,4,256,132,1,40,129.824005,128.479996,132.032013,1780.957250,1,268435456
gemma31_5376x21504,4,5376,21504,cublasLt,0,0,0,0,0,0,0,0,40,99.599991,98.240005,101.184006,2321.395845,0,268435456
gemma31_5376x21504,4,5376,21504,scalar,0,0,0,0,0,256,132,0,40,370.255981,368.191986,372.351990,624.462608,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,1,16,128,64,4,256,132,0,40,238.207993,236.863998,239.968002,970.626545,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,2,16,128,64,4,256,132,0,40,128.704010,127.616005,130.623993,1796.455386,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,4,16,128,64,4,256,132,0,40,142.752014,141.632004,144.288010,1619.668955,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,8,16,128,64,4,256,132,0,40,115.039993,113.215996,116.959999,2009.831569,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,16,16,128,64,4,256,132,0,40,114.671997,113.119995,117.919998,2016.281289,1,268435456
gemma31_5376x21504,4,5376,21504,cublasLt,0,0,0,0,0,0,0,1,40,99.248001,98.272003,101.248001,2329.628889,0,268435456
gemma31_5376x21504,4,5376,21504,scalar,0,0,0,0,0,256,132,1,40,371.088013,369.567993,372.768005,623.062476,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,1,16,128,64,4,256,132,1,40,236.704010,235.648010,237.792007,976.793771,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,2,16,128,64,4,256,132,1,40,128.384003,127.647995,129.951996,1800.933200,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,4,16,128,64,4,256,132,1,40,142.975998,141.151993,144.031998,1617.131603,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,8,16,128,64,4,256,132,1,40,115.423996,114.047997,117.183998,2003.145131,1,268435456
gemma31_5376x21504,4,5376,21504,zg0,16,16,128,64,4,256,132,1,40,116.255997,114.880005,118.112000,1988.809249,1,268435456
gemma31_16384x5376,4,16384,5376,cublasLt,0,0,0,0,0,0,0,0,40,78.944000,77.472000,81.279999,2231.464937,0,268435456
gemma31_16384x5376,4,16384,5376,scalar,0,0,0,0,0,256,132,0,40,130.975998,130.016006,131.744003,1344.985097,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,1,16,128,64,4,256,132,0,40,87.743996,85.888000,89.535995,2007.667575,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,2,16,128,64,4,256,132,0,40,85.136002,83.807999,87.328003,2069.168953,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,4,16,128,64,4,256,132,0,40,85.167999,84.064003,86.623993,2068.391509,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,8,16,128,64,4,256,132,0,40,87.935997,85.792000,91.071999,2003.283843,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,16,16,128,64,4,256,132,0,40,101.680000,100.288002,102.944000,1732.501652,1,268435456
