shape,M,N,K,arm,splitK,BM,BN,BK,stages,threads,grid,repeat,samples,median_us,p10_us,p90_us,logical_weight_GBs,physical_weight_passes,flush_bytes
gemma31_16384x5376,4,16384,5376,cublasLt,0,0,0,0,0,0,0,1,40,79.087997,77.472000,80.416000,2227.401983,0,268435456
gemma31_16384x5376,4,16384,5376,scalar,0,0,0,0,0,256,132,1,40,131.024002,129.856003,132.192001,1344.492368,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,1,16,128,64,4,256,132,1,40,85.584000,84.320000,87.392006,2058.337633,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,2,16,128,64,4,256,132,1,40,84.639999,83.616005,85.951996,2081.294518,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,4,16,128,64,4,256,132,1,40,85.167999,84.192001,86.464005,2068.391509,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,8,16,128,64,4,256,132,1,40,88.255997,86.560005,90.080002,1996.020305,1,268435456
gemma31_16384x5376,4,16384,5376,zg0,16,16,128,64,4,256,132,1,40,102.559998,101.695999,104.000000,1717.636193,1,268435456
gemma31_2048x5376,4,2048,5376,cublasLt,0,0,0,0,0,0,0,0,40,25.024000,23.743999,26.624001,879.959079,0,268435456
gemma31_2048x5376,4,2048,5376,scalar,0,0,0,0,0,256,132,0,40,34.240002,33.599998,35.392002,643.110280,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,1,16,128,64,4,256,132,0,40,68.592003,67.552002,69.792000,321.030091,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,2,16,128,64,4,256,132,0,40,39.232002,38.688000,40.320000,561.278900,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,4,16,128,64,4,256,132,0,40,26.016001,25.599998,27.488001,846.405904,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,8,16,128,64,4,256,132,0,40,22.879999,22.048000,24.191999,962.416783,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,16,16,128,64,4,256,132,0,40,24.080000,23.232000,25.440001,914.455814,1,268435456
gemma31_2048x5376,4,2048,5376,cublasLt,0,0,0,0,0,0,0,1,40,25.024000,23.584002,26.208000,879.959079,0,268435456
gemma31_2048x5376,4,2048,5376,scalar,0,0,0,0,0,256,132,1,40,34.079998,33.440002,34.720001,646.129652,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,1,16,128,64,4,256,132,1,40,67.264000,65.888000,69.056000,327.368221,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,2,16,128,64,4,256,132,1,40,38.991997,38.400002,40.863998,564.733746,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,4,16,128,64,4,256,132,1,40,26.127998,25.632000,27.648001,842.777773,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,8,16,128,64,4,256,132,1,40,23.472000,22.431999,24.992001,938.143149,1,268435456
gemma31_2048x5376,4,2048,5376,zg0,16,16,128,64,4,256,132,1,40,25.824001,24.383999,27.167999,852.698820,1,268435456
gemma31_5376x16384,4,5376,16384,cublasLt,0,0,0,0,0,0,0,0,40,78.959999,77.568001,81.632004,2231.012766,0,268435456
gemma31_5376x16384,4,5376,16384,scalar,0,0,0,0,0,256,132,0,40,194.992004,193.279999,197.279999,903.425617,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,1,16,128,64,4,256,132,0,40,184.720001,182.944000,186.559998,953.663751,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,2,16,128,64,4,256,132,0,40,102.591995,101.472000,103.903999,1717.100567,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,4,16,128,64,4,256,132,0,40,114.559998,113.503998,115.904007,1537.716201,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,8,16,128,64,4,256,132,0,40,92.975998,91.968002,94.240005,1894.690759,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,16,16,128,64,4,256,132,0,40,93.599998,92.352005,94.912003,1882.059487,1,268435456
gemma31_5376x16384,4,5376,16384,cublasLt,0,0,0,0,0,0,0,1,40,78.879997,77.823997,83.295998,2233.275456,0,268435456
gemma31_5376x16384,4,5376,16384,scalar,0,0,0,0,0,256,132,1,40,195.056000,193.600006,196.544006,903.129194,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,1,16,128,64,4,256,132,1,40,183.888000,182.848007,184.576004,957.978596,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,2,16,128,64,4,256,132,1,40,102.783997,101.184006,103.968002,1713.892902,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,4,16,128,64,4,256,132,1,40,114.832001,113.695999,116.223999,1534.073847,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,8,16,128,64,4,256,132,1,40,93.535995,91.839996,95.455994,1883.347403,1,268435456
gemma31_5376x16384,4,5376,16384,zg0,16,16,128,64,4,256,132,1,40,95.152000,93.120003,97.088005,1851.361695,1,268435456
gemma31_262144x5376,4,262144,5376,cublasLt,0,0,0,0,0,0,0,0,40,913.664001,910.752014,917.536011,3084.911180,0,268435456
gemma31_262144x5376,4,262144,5376,scalar,0,0,0,0,0,256,132,0,40,1635.919922,1633.216064,1640.095947,1722.928079,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,1,16,128,64,4,256,132,0,40,1041.024048,1036.800049,1045.439941,2707.499653,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,2,16,128,64,4,256,132,0,40,1038.335938,1025.280029,1050.143921,2714.509039,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,4,16,128,64,4,256,132,0,40,1037.360107,1027.359985,1049.183960,2717.062494,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,8,16,128,64,4,256,132,0,40,1103.456055,1099.072021,1110.368042,2554.313256,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,16,16,128,64,4,256,132,0,40,1354.991943,1346.848022,1359.488037,2080.139431,1,268435456
gemma31_262144x5376,4,262144,5376,cublasLt,0,0,0,0,0,0,0,1,40,911.472046,908.832031,915.744019,3092.329874,0,268435456
gemma31_262144x5376,4,262144,5376,scalar,0,0,0,0,0,256,132,1,40,1635.312012,1632.959961,1638.399902,1723.568523,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,1,16,128,64,4,256,132,1,40,1037.248047,1033.471924,1043.776001,2717.356040,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,2,16,128,64,4,256,132,1,40,1037.664062,1026.496094,1044.288086,2716.266651,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,4,16,128,64,4,256,132,1,40,1035.696045,1026.783936,1045.631958,2721.428023,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,8,16,128,64,4,256,132,1,40,1103.231934,1099.040039,1110.335938,2554.832173,1,268435456
gemma31_262144x5376,4,262144,5376,zg0,16,16,128,64,4,256,132,1,40,1356.096069,1344.735962,1357.728027,2078.445795,1,268435456
