shape,M,N,K,arm,splitK,BM,BN,BK,stages,threads,grid,repeat,samples,median_us,p10_us,p90_us,logical_weight_GBs,physical_weight_passes,flush_bytes
gemma31_16384x5376,8,16384,5376,zg0,8,16,128,64,4,256,132,0,40,89.567993,86.944000,90.783997,1966.782594,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,16,16,128,64,4,256,132,0,40,102.880005,100.800003,105.407997,1712.293494,1,268435456
gemma31_16384x5376,8,16384,5376,cublasLt,0,0,0,0,0,0,0,1,40,78.704010,77.440002,79.520004,2238.269345,0,268435456
gemma31_16384x5376,8,16384,5376,scalar,0,0,0,0,0,256,132,1,40,189.104004,187.680008,191.552002,931.554954,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,1,16,128,64,4,256,132,1,40,87.360001,85.919998,89.056000,2016.492308,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,2,16,128,64,4,256,132,1,40,85.807999,84.959999,87.040001,2052.964386,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,4,16,128,64,4,256,132,1,40,86.687996,85.568001,88.031998,2032.124214,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,8,16,128,64,4,256,132,1,40,88.832001,87.615997,91.008003,1983.077810,1,268435456
gemma31_16384x5376,8,16384,5376,zg0,16,16,128,64,4,256,132,1,40,102.528000,101.407997,106.304001,1718.172285,1,268435456
gemma31_2048x5376,8,2048,5376,cublasLt,0,0,0,0,0,0,0,0,40,24.624001,23.392000,26.303999,894.253411,0,268435456
gemma31_2048x5376,8,2048,5376,scalar,0,0,0,0,0,256,132,0,40,39.007999,38.624001,39.743999,564.502051,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,1,16,128,64,4,256,132,0,40,67.968002,67.487999,69.119995,323.977401,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,2,16,128,64,4,256,132,0,40,39.232002,38.784000,40.800003,561.278900,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,4,16,128,64,4,256,132,0,40,26.144001,24.831999,27.104000,842.261871,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,8,16,128,64,4,256,132,0,40,22.927999,22.016001,24.736000,960.401954,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,16,16,128,64,4,256,132,0,40,24.544001,23.136000,25.728001,897.168188,1,268435456
gemma31_2048x5376,8,2048,5376,cublasLt,0,0,0,0,0,0,0,1,40,24.352001,23.232000,25.792002,904.241715,0,268435456
gemma31_2048x5376,8,2048,5376,scalar,0,0,0,0,0,256,132,1,40,39.087997,38.528000,39.872002,563.346761,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,1,16,128,64,4,256,132,1,40,67.183998,66.271996,68.447998,327.758038,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,2,16,128,64,4,256,132,1,40,39.056000,38.175999,40.320000,563.808275,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,4,16,128,64,4,256,132,1,40,26.127998,25.504000,27.232000,842.777773,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,8,16,128,64,4,256,132,1,40,23.264000,22.528000,24.544001,946.530949,1,268435456
gemma31_2048x5376,8,2048,5376,zg0,16,16,128,64,4,256,132,1,40,25.375999,24.512001,26.335999,867.752837,1,268435456
gemma31_5376x16384,8,5376,16384,cublasLt,0,0,0,0,0,0,0,0,40,78.528000,77.087997,80.639999,2243.286064,0,268435456
gemma31_5376x16384,8,5376,16384,scalar,0,0,0,0,0,256,132,0,40,315.855988,313.056000,317.375977,557.724938,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,1,16,128,64,4,256,132,0,40,184.175995,183.807999,185.056000,956.480584,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,2,16,128,64,4,256,132,0,40,102.543999,101.727997,103.648003,1717.904197,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,4,16,128,64,4,256,132,0,40,113.872002,113.056000,115.584000,1547.006885,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,8,16,128,64,4,256,132,0,40,92.736000,91.647995,94.495995,1899.594203,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,16,16,128,64,4,256,132,0,40,93.599998,91.200005,96.896004,1882.059487,1,268435456
gemma31_5376x16384,8,5376,16384,cublasLt,0,0,0,0,0,0,0,1,40,78.400002,77.023994,79.744003,2246.948571,0,268435456
gemma31_5376x16384,8,5376,16384,scalar,0,0,0,0,0,256,132,1,40,315.647980,314.016022,317.056000,558.092513,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,1,16,128,64,4,256,132,1,40,183.472000,182.208008,184.287994,960.150693,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,2,16,128,64,4,256,132,1,40,102.511993,101.024002,103.840004,1718.440587,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,4,16,128,64,4,256,132,1,40,114.000000,112.704002,115.391998,1545.269895,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,8,16,128,64,4,256,132,1,40,93.391998,92.127998,95.200005,1886.251156,1,268435456
gemma31_5376x16384,8,5376,16384,zg0,16,16,128,64,4,256,132,1,40,95.007996,93.056000,98.240005,1854.167886,1,268435456
gemma31_262144x5376,8,262144,5376,cublasLt,0,0,0,0,0,0,0,0,40,915.455994,912.096008,918.399963,3078.872483,0,268435456
gemma31_262144x5376,8,262144,5376,scalar,0,0,0,0,0,256,132,0,40,2674.399902,2667.808105,2685.568115,1053.908274,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,1,16,128,64,4,256,132,0,40,1052.927979,1048.671997,1057.919922,2676.889861,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,2,16,128,64,4,256,132,0,40,1048.303955,1036.128052,1055.807983,2688.697607,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,4,16,128,64,4,256,132,0,40,1051.951904,1047.264038,1061.952026,2679.373795,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,8,16,128,64,4,256,132,0,40,1118.335938,1113.919922,1127.040039,2520.326886,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,16,16,128,64,4,256,132,0,40,1347.567993,1336.864014,1353.024048,2091.599302,1,268435456
gemma31_262144x5376,8,262144,5376,cublasLt,0,0,0,0,0,0,0,1,40,914.816040,912.832031,918.335999,3081.026234,0,268435456
gemma31_262144x5376,8,262144,5376,scalar,0,0,0,0,0,256,132,1,40,2672.191895,2662.303955,2687.711914,1054.779106,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,1,16,128,64,4,256,132,1,40,1052.384033,1049.183960,1060.127930,2678.273604,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,2,16,128,64,4,256,132,1,40,1052.592041,1041.536011,1058.560059,2677.744357,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,4,16,128,64,4,256,132,1,40,1053.615967,1041.984009,1062.975952,2675.141881,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,8,16,128,64,4,256,132,1,40,1120.624023,1115.679932,1129.088013,2515.181085,1,268435456
gemma31_262144x5376,8,262144,5376,zg0,16,16,128,64,4,256,132,1,40,1349.872070,1338.848022,1353.055908,2088.029107,1,268435456
