completed,failed,mean_ttft_ms,mean_tpot_ms,median_ttft_ms,median_tpot_ms,p99_ttft_ms,p99_tpot_ms,p99_itl_ms,output_throughput,request_throughput,input_tokens,output_tokens,concurrency
4,0,104.21348274394404,12.732106171223268,99.94421299779788,12.732102142848756,118.04804256709758,12.732684050323058,13.55017411755398,77.45119431038133,0.15127186388746353,1024,512,1
4,0,265.17970001441427,12.810213232888847,265.2321990171913,12.810061649688649,272.6678678090684,12.811108976645839,13.677714786608702,75.16721934426695,0.1468109752817714,4096,512,1
4,0,521.6164824814769,12.900643104720594,523.2576704584062,12.900170677162912,528.6326954484684,12.904143137896048,13.813579404959455,71.96925098411957,0.14056494332835853,8192,512,1
4,0,2392.7755552431336,13.413453476548828,2394.1695474786684,13.412535602763137,2402.3183718766086,13.417709455679587,14.377599664148875,55.36738459362146,0.10813942303441691,32768,512,1
